onset	duration	sample	value	gid
110.4404296875	n/a	113092	1111	0
110.4404296875	n/a	113092	1231	0
110.4404296875	n/a	113092	1311	1010
116.095703125	n/a	118883	2110	0
116.6748046875	n/a	119476	1312	1010
116.6748046875	n/a	119476	1311	1110
122.580078125	n/a	125523	2110	0
123.150390625	n/a	126107	1312	1110
123.150390625	n/a	126107	1321	4001
125.9072265625	n/a	128930	2120	0
132.0703125	n/a	135241	1322	4001
132.0703125	n/a	135241	1311	1106
136.212890625	n/a	139483	2110	0
136.7841796875	n/a	140068	1312	1106
136.7841796875	n/a	140068	1311	1201
142.2353515625	n/a	145650	2110	0
142.806640625	n/a	146235	1312	1201
142.806640625	n/a	146235	1311	1255
149.154296875	n/a	152735	2110	0
149.728515625	n/a	153323	1312	1255
149.728515625	n/a	153323	1311	1169
156.3544921875	n/a	160108	2110	0
156.9248046875	n/a	160692	1312	1169
156.9248046875	n/a	160692	1311	1058
161.3779296875	n/a	165252	2110	0
161.9521484375	n/a	165840	1312	1058
161.9521484375	n/a	165840	1331	4025
170.76171875	n/a	174861	2110	0
171.3330078125	n/a	175446	1332	4025
171.3330078125	n/a	175446	1311	1205
175.5859375	n/a	179801	2110	0
187.482421875	n/a	191983	1312	1205
187.482421875	n/a	191983	1311	1062
192.2333984375	n/a	196848	2110	0
199.3447265625	n/a	204130	1312	1062
199.3447265625	n/a	204130	1321	4018
204.3544921875	n/a	209260	2120	0
208.091796875	n/a	213087	1322	4018
208.091796875	n/a	213087	1311	1027
214.48046875	n/a	219629	2110	0
215.046875	n/a	220209	1312	1027
215.046875	n/a	220209	1311	1235
220.416015625	n/a	225707	2110	0
220.986328125	n/a	226291	1312	1235
220.986328125	n/a	226291	1331	4030
229.5361328125	n/a	235046	2120	0
232.4189453125	n/a	237998	1332	4030
232.4189453125	n/a	237998	1361	4004
237.9677734375	n/a	243680	2120	0
258.5595703125	n/a	264766	1362	4004
258.5595703125	n/a	264766	1311	1191
263.7685546875	n/a	270100	2110	0
264.33984375	n/a	270685	1312	1191
264.33984375	n/a	270685	1311	1136
269.6376953125	n/a	276110	2110	0
270.2099609375	n/a	276696	1312	1136
270.2099609375	n/a	276696	1351	4053
273.3603515625	n/a	279922	2110	0
273.931640625	n/a	280507	1352	4053
273.931640625	n/a	280507	1311	1254
277.765625	n/a	284433	2110	0
278.3359375	n/a	285017	1312	1254
278.3359375	n/a	285017	1311	1001
281.6455078125	n/a	288406	2110	0
282.21875	n/a	288993	1312	1001
282.21875	n/a	288993	1311	1074
285.6455078125	n/a	292502	2110	0
286.2177734375	n/a	293088	1312	1074
286.2177734375	n/a	293088	1311	1078
289.7255859375	n/a	296680	2110	0
290.2958984375	n/a	297264	1312	1078
290.2958984375	n/a	297264	1311	1132
293.853515625	n/a	300907	2110	0
294.423828125	n/a	301491	1312	1132
294.423828125	n/a	301491	1311	1013
299.1328125	n/a	306313	2110	0
299.69921875	n/a	306893	1312	1013
299.69921875	n/a	306893	1321	4014
303.8154296875	n/a	311108	2120	0
305.6474609375	n/a	312984	1322	4014
305.6474609375	n/a	312984	1311	1117
311.5244140625	n/a	319002	2110	0
312.095703125	n/a	319587	1312	1117
312.095703125	n/a	319587	1311	1018
317.3408203125	n/a	324958	2110	0
317.912109375	n/a	325543	1312	1018
317.912109375	n/a	325543	1311	1118
323.6044921875	n/a	331372	2110	0
324.1708984375	n/a	331952	1312	1118
324.1708984375	n/a	331952	1311	1228
327.0595703125	n/a	334910	2110	0
327.6298828125	n/a	335494	1312	1228
327.6298828125	n/a	335494	1311	1009
330.162109375	n/a	338087	2110	0
330.728515625	n/a	338667	1312	1009
330.728515625	n/a	338667	1311	1213
333.814453125	n/a	341827	2110	0
334.3828125	n/a	342409	1312	1213
334.3828125	n/a	342409	1311	1176
338.3232421875	n/a	346444	2110	0
338.8935546875	n/a	347028	1312	1176
338.8935546875	n/a	347028	1311	1216
343.67578125	n/a	351925	2110	0
344.2451171875	n/a	352508	1312	1216
344.2451171875	n/a	352508	1321	4009
348.466796875	n/a	356831	2120	0
350.201171875	n/a	358607	1322	4009
350.201171875	n/a	358607	1232	0
356.1181640625	n/a	364666	1231	0
356.1181640625	n/a	364666	1351	4050
364.228515625	n/a	372971	2110	0
364.80078125	n/a	373557	1352	4050
364.80078125	n/a	373557	1341	4040
368.75390625	n/a	377605	2110	0
369.32421875	n/a	378189	1342	4040
369.32421875	n/a	378189	1321	4016
372.0263671875	n/a	380956	2120	0
373.779296875	n/a	382751	1322	4016
373.779296875	n/a	382751	1311	1179
376.0419921875	n/a	385068	2110	0
376.611328125	n/a	385651	1312	1179
376.611328125	n/a	385651	1331	4023
384.25	n/a	393473	2120	0
386.6337890625	n/a	395914	1332	4023
386.6337890625	n/a	395914	1331	4022
392.0498046875	n/a	401460	2120	0
394.1318359375	n/a	403592	1332	4022
394.1318359375	n/a	403592	1311	1101
398.8017578125	n/a	408374	2110	0
399.3740234375	n/a	408960	1312	1101
399.3740234375	n/a	408960	1311	1135
404.458984375	n/a	414167	2110	0
405.03125	n/a	414753	1312	1135
