onset	duration	sample	value	gid
51.0048828125	n/a	52230	1111	0
51.0048828125	n/a	52230	1231	0
51.0048828125	n/a	52230	1311	1117
60.837890625	n/a	62299	2110	0
61.41796875	n/a	62893	1312	1117
61.41796875	n/a	62893	1311	1177
72.13671875	n/a	73869	2110	0
72.70703125	n/a	74453	1312	1177
72.70703125	n/a	74453	1311	1039
81.4404296875	n/a	83396	2110	0
82.015625	n/a	83985	1312	1039
82.015625	n/a	83985	1311	1051
94.130859375	n/a	96391	2110	0
94.703125	n/a	96977	1312	1051
94.703125	n/a	96977	1311	1140
101.74609375	n/a	104189	2110	0
102.3212890625	n/a	104778	1312	1140
102.3212890625	n/a	104778	1311	1093
114.83984375	n/a	117597	2110	0
115.412109375	n/a	118183	1312	1093
115.412109375	n/a	118183	1311	1166
123.2314453125	n/a	126190	2110	0
123.8046875	n/a	126777	1312	1166
123.8046875	n/a	126777	1361	4048
131.5751953125	n/a	134734	2110	0
132.1474609375	n/a	135320	1362	4048
132.1474609375	n/a	135320	1311	1042
139.6787109375	n/a	143032	2110	0
140.2529296875	n/a	143620	1312	1042
140.2529296875	n/a	143620	1311	1126
149.1259765625	n/a	152706	2110	0
149.69921875	n/a	153293	1312	1126
149.69921875	n/a	153293	1311	1035
155.7607421875	n/a	159500	2110	0
156.3349609375	n/a	160088	1312	1035
156.3349609375	n/a	160088	1321	4007
157.7578125	n/a	161545	2120	0
161.4697265625	n/a	165346	1322	4007
161.4697265625	n/a	165346	1311	1213
170.037109375	n/a	174119	2110	0
170.607421875	n/a	174703	1312	1213
170.607421875	n/a	174703	1311	1215
175.021484375	n/a	179223	2110	0
175.591796875	n/a	179807	1312	1215
175.591796875	n/a	179807	1311	1204
181.0771484375	n/a	185424	2110	0
181.6474609375	n/a	186008	1312	1204
181.6474609375	n/a	186008	1311	1189
189.4443359375	n/a	193992	2110	0
190.0126953125	n/a	194574	1312	1189
190.0126953125	n/a	194574	1311	1179
198.4287109375	n/a	203192	2110	0
199.0029296875	n/a	203780	1312	1179
199.0029296875	n/a	203780	1311	1203
204.3642578125	n/a	209270	2110	0
204.931640625	n/a	209851	1312	1203
204.931640625	n/a	209851	1311	1098
211.65234375	n/a	216733	2110	0
212.2255859375	n/a	217320	1312	1098
212.2255859375	n/a	217320	1321	4009
215.4833984375	n/a	220656	2120	0
217.482421875	n/a	222703	1322	4009
217.482421875	n/a	222703	1311	1252
222.6298828125	n/a	227974	2110	0
223.2041015625	n/a	228562	1312	1252
223.2041015625	n/a	228562	1331	4021
229.203125	n/a	234705	2120	0
231.869140625	n/a	237435	1332	4021
231.869140625	n/a	237435	1311	1111
237.626953125	n/a	243331	2110	0
238.2021484375	n/a	243920	1312	1111
238.2021484375	n/a	243920	1311	1061
244.8505859375	n/a	250728	2110	0
245.421875	n/a	251313	1312	1061
245.421875	n/a	251313	1311	1043
250.21875	n/a	256225	2110	0
250.79296875	n/a	256813	1312	1043
250.79296875	n/a	256813	1311	1178
255.0107421875	n/a	261132	2110	0
255.5771484375	n/a	261712	1312	1178
255.5771484375	n/a	261712	1321	4018
261.2744140625	n/a	267546	2120	0
262.990234375	n/a	269303	1322	4018
262.990234375	n/a	269303	1311	1034
268.4658203125	n/a	274910	2110	0
269.037109375	n/a	275495	1312	1034
269.037109375	n/a	275495	1311	1240
276.3212890625	n/a	282954	2110	0
276.896484375	n/a	283543	1312	1240
276.896484375	n/a	283543	1311	1209
281.521484375	n/a	288279	2110	0
282.0927734375	n/a	288864	1312	1209
282.0927734375	n/a	288864	1311	1161
293.259765625	n/a	300299	2110	0
293.8349609375	n/a	300888	1312	1161
293.8349609375	n/a	300888	1331	4023
301.6240234375	n/a	308864	2110	0
302.1962890625	n/a	309450	1332	4023
302.1962890625	n/a	309450	1351	4049
317.9677734375	n/a	325600	2120	0
322.3056640625	n/a	330042	1352	4049
322.3056640625	n/a	330042	1232	0
391.3017578125	n/a	400694	1231	0
391.3017578125	n/a	400694	1331	4030
399.1884765625	n/a	408770	2120	0
422.314453125	n/a	432451	1332	4030
422.314453125	n/a	432451	1311	1006
427.1240234375	n/a	437376	2110	0
427.6923828125	n/a	437958	1312	1006
427.6923828125	n/a	437958	1311	1084
432.9794921875	n/a	443372	2110	0
438.3310546875	n/a	448852	1312	1084
438.3310546875	n/a	448852	1311	1056
444.8349609375	n/a	455512	2110	0
445.4072265625	n/a	456098	1312	1056
445.4072265625	n/a	456098	1311	1220
449.9599609375	n/a	460760	2110	0
450.53125	n/a	461345	1312	1220
450.53125	n/a	461345	1311	1058
456.1630859375	n/a	467112	2110	0
456.7353515625	n/a	467698	1312	1058
456.7353515625	n/a	467698	1311	1192
462.0185546875	n/a	473108	2110	0
462.5869140625	n/a	473690	1312	1192
462.5869140625	n/a	473690	1311	1046
476.2822265625	n/a	487714	2110	0
476.8505859375	n/a	488296	1312	1046
476.8505859375	n/a	488296	1311	1139
482.177734375	n/a	493751	2110	0
482.748046875	n/a	494335	1312	1139
482.748046875	n/a	494335	1311	1153
490.9931640625	n/a	502778	2110	0
491.5673828125	n/a	503366	1312	1153
491.5673828125	n/a	503366	1311	1245
497.78515625	n/a	509733	2110	0
498.3583984375	n/a	510320	1312	1245
498.3583984375	n/a	510320	1341	4041
512.072265625	n/a	524363	2120	0
516.884765625	n/a	529291	1342	4041
516.884765625	n/a	529291	1311	1019
521.986328125	n/a	534515	2110	0
522.55859375	n/a	535101	1312	1019
522.55859375	n/a	535101	1311	1195
528.2080078125	n/a	540886	2110	0
528.78125	n/a	541473	1312	1195
528.78125	n/a	541473	1321	4012
532.0478515625	n/a	544818	2120	0
545.3349609375	n/a	558424	1322	4012
545.3349609375	n/a	558424	1311	1135
552.5107421875	n/a	565772	2110	0
553.080078125	n/a	566355	1312	1135
553.080078125	n/a	566355	1311	1231
558.0625	n/a	571457	2110	0
558.6318359375	n/a	572040	1312	1231
558.6318359375	n/a	572040	1311	1077
563.87890625	n/a	577413	2110	0
564.44921875	n/a	577997	1312	1077
564.44921875	n/a	577997	1311	1191
573.0029296875	n/a	586756	2110	0
573.5751953125	n/a	587342	1312	1191
573.5751953125	n/a	587342	1311	1210
579.3095703125	n/a	593214	2110	0
579.8818359375	n/a	593800	1312	1210
579.8818359375	n/a	593800	1311	1112
586.58984375	n/a	600669	2110	0
587.16015625	n/a	601253	1312	1112
587.16015625	n/a	601253	1311	1086
593.248046875	n/a	607487	2110	0
593.818359375	n/a	608071	1312	1086
593.818359375	n/a	608071	1311	1079
598.63671875	n/a	613005	2110	0
599.20703125	n/a	613589	1312	1079
599.20703125	n/a	613589	1311	1133
606.125	n/a	620673	2110	0
606.69921875	n/a	621261	1312	1133
606.69921875	n/a	621261	1311	1074
616.1650390625	n/a	630954	2110	0
616.736328125	n/a	631539	1312	1074
616.736328125	n/a	631539	1311	1012
623.2607421875	n/a	638220	2110	0
623.8310546875	n/a	638804	1312	1012
623.8310546875	n/a	638804	1341	4043
629.9345703125	n/a	645054	2120	0
632.41796875	n/a	647597	1342	4043
632.41796875	n/a	647597	1232	0
659.740234375	n/a	675575	1231	0
659.740234375	n/a	675575	1311	1225
664.6826171875	n/a	680636	2110	0
665.2509765625	n/a	681218	1312	1225
665.2509765625	n/a	681218	1331	4020
671.07421875	n/a	687181	2120	0
673.3544921875	n/a	689516	1332	4020
673.3544921875	n/a	689516	1311	1085
678.337890625	n/a	694619	2110	0
678.9091796875	n/a	695204	1312	1085
678.9091796875	n/a	695204	1311	1187
682.8017578125	n/a	699190	2110	0
683.373046875	n/a	699775	1312	1187
683.373046875	n/a	699775	1331	4028
686.9296875	n/a	703417	2120	0
688.9599609375	n/a	705496	1332	4028
688.9599609375	n/a	705496	1311	1103
694.353515625	n/a	711019	2110	0
694.927734375	n/a	711607	1312	1103
694.927734375	n/a	711607	1311	1219
700.45703125	n/a	717269	2110	0
701.029296875	n/a	717855	1312	1219
701.029296875	n/a	717855	1311	1005
705.96875	n/a	722913	2110	0
706.541015625	n/a	723499	1312	1005
706.541015625	n/a	723499	1311	1136
712.865234375	n/a	729975	2110	0
713.4375	n/a	730561	1312	1136
713.4375	n/a	730561	1311	1146
720.2724609375	n/a	737560	2110	0
720.8466796875	n/a	738148	1312	1146
720.8466796875	n/a	738148	1311	1180
724.744140625	n/a	742139	2110	0
725.3154296875	n/a	742724	1312	1180
725.3154296875	n/a	742724	1321	4016
726.640625	n/a	744081	2120	0
728.66015625	n/a	746149	1322	4016
728.66015625	n/a	746149	1311	1171
734.072265625	n/a	751691	2110	0
748.7265625	n/a	766697	1312	1171
748.7265625	n/a	766697	1311	1067
752.126953125	n/a	770179	2110	0
756.72265625	n/a	774885	1312	1067
756.72265625	n/a	774885	1311	1239
760.287109375	n/a	778535	2110	0
761.86328125	n/a	780149	1312	1239
761.86328125	n/a	780149	1311	1129
768.310546875	n/a	786751	2110	0
768.8779296875	n/a	787332	1312	1129
768.8779296875	n/a	787332	1311	1207
777.814453125	n/a	796483	2110	0
812.8408203125	n/a	832350	1312	1207
812.8408203125	n/a	832350	1311	1141
816.6044921875	n/a	836204	2110	0
820.6962890625	n/a	840394	1312	1141
820.6962890625	n/a	840394	1311	1248
824.8310546875	n/a	844628	2110	0
827.9169921875	n/a	847788	1312	1248
827.9169921875	n/a	847788	1311	1154
830.7646484375	n/a	850704	2110	0
831.8359375	n/a	851801	1312	1154
831.8359375	n/a	851801	1321	4013
836.8701171875	n/a	856956	2120	0
839.6826171875	n/a	859836	1322	4013
839.6826171875	n/a	859836	1311	1023
844.2119140625	n/a	864474	2110	0
844.779296875	n/a	865055	1312	1023
844.779296875	n/a	865055	1311	1082
849.9716796875	n/a	870372	2110	0
850.5400390625	n/a	870954	1312	1082
850.5400390625	n/a	870954	1311	1197
855.0517578125	n/a	875574	2110	0
855.619140625	n/a	876155	1312	1197
855.619140625	n/a	876155	1311	1008
859.62109375	n/a	880253	2110	0
860.19140625	n/a	880837	1312	1008
860.19140625	n/a	880837	1351	4051
870.0673828125	n/a	890950	2110	0
870.638671875	n/a	891535	1352	4051
870.638671875	n/a	891535	1311	1182
876.3544921875	n/a	897388	2110	0
876.9267578125	n/a	897974	1312	1182
876.9267578125	n/a	897974	1311	1194
882.1708984375	n/a	903344	2110	0
882.7421875	n/a	903929	1312	1194
882.7421875	n/a	903929	1311	1198
885.9228515625	n/a	907186	2110	0
886.4912109375	n/a	907768	1312	1198
886.4912109375	n/a	907768	1311	1114
892.7216796875	n/a	914148	2110	0
893.294921875	n/a	914735	1312	1114
893.294921875	n/a	914735	1311	1200
897.265625	n/a	918801	2110	0
897.8330078125	n/a	919382	1312	1200
897.8330078125	n/a	919382	1311	1174
905.59375	n/a	927329	2110	0
906.169921875	n/a	927919	1312	1174
906.169921875	n/a	927919	1331	4022
914.43359375	n/a	936381	2120	0
917.65234375	n/a	939677	1332	4022
917.65234375	n/a	939677	1321	4011
922.552734375	n/a	944695	2120	0
924.791015625	n/a	946987	1322	4011
924.791015625	n/a	946987	1311	1163
929.9609375	n/a	952281	2110	0
930.5283203125	n/a	952862	1312	1163
930.5283203125	n/a	952862	1311	1081
933.9208984375	n/a	956336	2110	0
934.48828125	n/a	956917	1312	1081
934.48828125	n/a	956917	1311	1021
937.619140625	n/a	960123	2110	0
938.19140625	n/a	960709	1312	1021
938.19140625	n/a	960709	1311	1014
943.759765625	n/a	966411	2110	0
944.328125	n/a	966993	1312	1014
944.328125	n/a	966993	1311	1193
948.7763671875	n/a	971548	2110	0
949.3486328125	n/a	972134	1312	1193
949.3486328125	n/a	972134	1311	1250
954.5517578125	n/a	977462	2110	0
955.2578125	n/a	978185	1312	1250
955.2578125	n/a	978185	1232	0
966.365234375	n/a	989559	3241	0
1255.9990234375	n/a	1286144	3242	0
1324.693359375	n/a	1356487	1231	0
1324.693359375	n/a	1356487	1311	1009
1329.5537109375	n/a	1361464	2110	0
1330.125	n/a	1362049	1312	1009
1330.125	n/a	1362049	1321	4005
1333.59375	n/a	1365601	2120	0
1336.337890625	n/a	1368411	1322	4005
1336.337890625	n/a	1368411	1321	4002
1337.681640625	n/a	1369787	2120	0
1340.0751953125	n/a	1372238	1322	4002
1340.0751953125	n/a	1372238	1311	1050
1346.865234375	n/a	1379191	2110	0
1347.431640625	n/a	1379771	1312	1050
1347.431640625	n/a	1379771	1331	4024
1352.3291015625	n/a	1384786	2120	0
1355.248046875	n/a	1387775	1332	4024
1355.248046875	n/a	1387775	1311	1024
1358.919921875	n/a	1391535	2110	0
1359.4892578125	n/a	1392118	1312	1024
1359.4892578125	n/a	1392118	1311	1053
1364.16796875	n/a	1396909	2110	0
1364.73828125	n/a	1397493	1312	1053
1364.73828125	n/a	1397493	1311	1097
1368.7783203125	n/a	1401630	2110	0
1369.3466796875	n/a	1402212	1312	1097
1369.3466796875	n/a	1402212	1361	4044
1375.39453125	n/a	1408405	2110	0
1375.9619140625	n/a	1408986	1362	4044
1375.9619140625	n/a	1408986	1331	4035
1383.9189453125	n/a	1417134	2120	0
1387.7119140625	n/a	1421018	1332	4035
1387.7119140625	n/a	1421018	1311	1175
1391.5673828125	n/a	1424966	2110	0
1392.134765625	n/a	1425547	1312	1175
1392.134765625	n/a	1425547	1311	1057
1396.1025390625	n/a	1429610	2110	0
1396.6728515625	n/a	1430194	1312	1057
1396.6728515625	n/a	1430194	1311	1216
1400.5263671875	n/a	1434140	2110	0
1401.09765625	n/a	1434725	1312	1216
1401.09765625	n/a	1434725	1361	4045
1403.7109375	n/a	1437401	2110	0
1404.279296875	n/a	1437983	1362	4045
1404.279296875	n/a	1437983	1311	1011
1407.55078125	n/a	1441333	2110	0
1408.12109375	n/a	1441917	1312	1011
1408.12109375	n/a	1441917	1311	1256
1412.89453125	n/a	1446805	2110	0
1413.4619140625	n/a	1447386	1312	1256
1413.4619140625	n/a	1447386	1311	1003
1416.22265625	n/a	1450213	2110	0
1416.7939453125	n/a	1450798	1312	1003
1416.7939453125	n/a	1450798	1321	4006
1419.3017578125	n/a	1453366	2120	0
1421.177734375	n/a	1455287	1322	4006
1421.177734375	n/a	1455287	1311	1188
1425.6455078125	n/a	1459862	2110	0
1426.216796875	n/a	1460447	1312	1188
1426.216796875	n/a	1460447	1311	1125
1430.93359375	n/a	1465277	2110	0
1431.5009765625	n/a	1465858	1312	1125
1431.5009765625	n/a	1465858	1331	4026
1434.7333984375	n/a	1469168	2120	0
1437.1181640625	n/a	1471610	1332	4026
1437.1181640625	n/a	1471610	1311	1002
1441.62890625	n/a	1476229	2110	0
1442.19921875	n/a	1476813	1312	1002
1442.19921875	n/a	1476813	1311	1122
1446.693359375	n/a	1481415	2110	0
1447.26953125	n/a	1482005	1312	1122
1447.26953125	n/a	1482005	1311	1211
1450.892578125	n/a	1485715	2110	0
1451.4638671875	n/a	1486300	1312	1211
1451.4638671875	n/a	1486300	1311	1031
1455.1162109375	n/a	1490040	2110	0
1455.6845703125	n/a	1490622	1312	1031
1455.6845703125	n/a	1490622	1311	1186
1461.6044921875	n/a	1496684	2110	0
1462.1767578125	n/a	1497270	1312	1186
1462.1767578125	n/a	1497270	1311	1151
1465.7880859375	n/a	1500968	2110	0
1466.35546875	n/a	1501549	1312	1151
1466.35546875	n/a	1501549	1321	4015
1468.259765625	n/a	1503499	2120	0
1469.76953125	n/a	1505045	1322	4015
1469.76953125	n/a	1505045	1311	1199
1474.2197265625	n/a	1509602	2110	0
1474.7900390625	n/a	1510186	1312	1199
1474.7900390625	n/a	1510186	1311	1026
1477.7880859375	n/a	1513256	2110	0
1478.357421875	n/a	1513839	1312	1026
1478.357421875	n/a	1513839	1311	1232
1482.5634765625	n/a	1518146	2110	0
1483.13671875	n/a	1518733	1312	1232
1483.13671875	n/a	1518733	1311	1185
1487.3798828125	n/a	1523078	2110	0
1487.94921875	n/a	1523661	1312	1185
1487.94921875	n/a	1523661	1341	4038
1493.0537109375	n/a	1528888	2120	0
1495.3583984375	n/a	1531248	1342	4038
1495.3583984375	n/a	1531248	1311	1249
1499.5634765625	n/a	1535554	2110	0
1500.1357421875	n/a	1536140	1312	1249
1500.1357421875	n/a	1536140	1311	1027
1505.7470703125	n/a	1541886	2110	0
1506.3154296875	n/a	1542468	1312	1027
1506.3154296875	n/a	1542468	1311	1243
1510.1142578125	n/a	1546358	2110	0
1510.6865234375	n/a	1546944	1312	1243
1510.6865234375	n/a	1546944	1311	1001
1515.154296875	n/a	1551519	2110	0
1515.7275390625	n/a	1552106	1312	1001
1515.7275390625	n/a	1552106	1311	1128
1520.482421875	n/a	1556975	2110	0
1521.0546875	n/a	1557561	1312	1128
1521.0546875	n/a	1557561	1311	1010
1524.498046875	n/a	1561087	2110	0
1525.06640625	n/a	1561669	1312	1010
1525.06640625	n/a	1561669	1311	1241
1530.0341796875	n/a	1566756	2110	0
1530.603515625	n/a	1567339	1312	1241
1530.603515625	n/a	1567339	1311	1115
1534.41796875	n/a	1571245	2110	0
1534.9892578125	n/a	1571830	1312	1115
1534.9892578125	n/a	1571830	1311	1101
1537.6015625	n/a	1574505	2110	0
1563.783203125	n/a	1601315	1312	1101
1563.783203125	n/a	1601315	1232	0
1590.21484375	n/a	1628381	1231	0
1590.21484375	n/a	1628381	1311	1096
1594.2646484375	n/a	1632528	2110	0
1594.833984375	n/a	1633111	1312	1096
1594.833984375	n/a	1633111	1321	4017
1596.7509765625	n/a	1635074	2120	0
1604.3701171875	n/a	1642876	1322	4017
1604.3701171875	n/a	1642876	1341	4042
1609.8310546875	n/a	1648468	2120	0
1614.3583984375	n/a	1653104	1342	4042
1614.3583984375	n/a	1653104	1311	1108
1618.630859375	n/a	1657479	2110	0
1642.349609375	n/a	1681767	1312	1108
1642.349609375	n/a	1681767	1311	1040
1646.78125	n/a	1686305	2110	0
1647.3583984375	n/a	1686896	1312	1040
1647.3583984375	n/a	1686896	1311	1028
1650.685546875	n/a	1690303	2110	0
1651.271484375	n/a	1690903	1312	1028
1651.271484375	n/a	1690903	1311	1045
1654.78125	n/a	1694497	2110	0
1655.3603515625	n/a	1695090	1312	1045
1655.3603515625	n/a	1695090	1361	4053
1672.3994140625	n/a	1712538	2110	0
1672.9677734375	n/a	1713120	1362	4053
1672.9677734375	n/a	1713120	1311	1138
1676.046875	n/a	1716273	2110	0
1676.6162109375	n/a	1716856	1312	1138
1676.6162109375	n/a	1716856	1311	1013
1679.638671875	n/a	1719951	2110	0
1680.20703125	n/a	1720533	1312	1013
1680.20703125	n/a	1720533	1311	1087
1682.7158203125	n/a	1723102	2110	0
1683.2841796875	n/a	1723684	1312	1087
1683.2841796875	n/a	1723684	1311	1099
1686.859375	n/a	1727345	2110	0
1687.4423828125	n/a	1727942	1312	1099
1687.4423828125	n/a	1727942	1311	1107
1691.1875	n/a	1731777	2110	0
1691.76953125	n/a	1732373	1312	1107
1691.76953125	n/a	1732373	1351	4050
1711.771484375	n/a	1752855	2120	0
1712.341796875	n/a	1753439	1352	4050
1712.341796875	n/a	1753439	1321	4008
1715.962890625	n/a	1757147	2120	0
1718.32421875	n/a	1759565	1322	4008
1718.32421875	n/a	1759565	1311	1230
1722.5947265625	n/a	1763938	2110	0
1723.1630859375	n/a	1764520	1312	1230
1723.1630859375	n/a	1764520	1311	1190
1726.3466796875	n/a	1767780	2110	0
1726.91796875	n/a	1768365	1312	1190
1726.91796875	n/a	1768365	1311	1068
1733.3623046875	n/a	1774964	2110	0
1733.9306640625	n/a	1775546	1312	1068
1733.9306640625	n/a	1775546	1311	1201
1738.265625	n/a	1779985	2110	0
1738.837890625	n/a	1780571	1312	1201
1738.837890625	n/a	1780571	1311	1229
1742.2421875	n/a	1784057	2110	0
1742.810546875	n/a	1784639	1312	1229
1742.810546875	n/a	1784639	1311	1025
1746.76953125	n/a	1788693	2110	0
1747.33984375	n/a	1789277	1312	1025
1747.33984375	n/a	1789277	1311	1088
1751.712890625	n/a	1793755	2110	0
1752.283203125	n/a	1794339	1312	1088
1752.283203125	n/a	1794339	1311	1202
1755.4111328125	n/a	1797542	2110	0
1755.978515625	n/a	1798123	1312	1202
1755.978515625	n/a	1798123	1311	1032
1759.9775390625	n/a	1802218	2110	0
1760.5498046875	n/a	1802804	1312	1032
1760.5498046875	n/a	1802804	1311	1118
1763.728515625	n/a	1806059	2110	0
1764.296875	n/a	1806641	1312	1118
1764.296875	n/a	1806641	1311	1205
1766.6484375	n/a	1809049	2110	0
1767.2158203125	n/a	1809630	1312	1205
1767.2158203125	n/a	1809630	1311	1143
1771.544921875	n/a	1814063	2110	0
1772.11328125	n/a	1814645	1312	1143
1772.11328125	n/a	1814645	1311	1020
1775.5048828125	n/a	1818118	2110	0
1776.0732421875	n/a	1818700	1312	1020
1776.0732421875	n/a	1818700	1311	1048
1779.9765625	n/a	1822697	2110	0
1780.55859375	n/a	1823293	1312	1048
1780.55859375	n/a	1823293	1311	1055
1783.408203125	n/a	1826211	2110	0
1783.9765625	n/a	1826793	1312	1055
1783.9765625	n/a	1826793	1331	4019
1788.1220703125	n/a	1831038	2120	0
1790.5859375	n/a	1833561	1332	4019
1790.5859375	n/a	1833561	1311	1227
1796.5517578125	n/a	1839670	2110	0
1797.1455078125	n/a	1840278	1312	1227
1797.1455078125	n/a	1840278	1311	1070
1801.3837890625	n/a	1844618	2110	0
1801.9658203125	n/a	1845214	1312	1070
1801.9658203125	n/a	1845214	1331	4034
1804.3671875	n/a	1847673	2120	0
1806.9130859375	n/a	1850280	1332	4034
1806.9130859375	n/a	1850280	1311	1137
1810.1591796875	n/a	1853604	2110	0
1810.75	n/a	1854209	1312	1137
1810.75	n/a	1854209	1311	1254
1814.462890625	n/a	1858011	2110	0
1815.0517578125	n/a	1858614	1312	1254
1815.0517578125	n/a	1858614	1311	1164
1818.4072265625	n/a	1862050	2110	0
1818.99609375	n/a	1862653	1312	1164
1818.99609375	n/a	1862653	1311	1007
1821.56640625	n/a	1865285	2110	0
1822.1591796875	n/a	1865892	1312	1007
1822.1591796875	n/a	1865892	1311	1100
1824.9990234375	n/a	1868800	2110	0
1838.1650390625	n/a	1882282	1312	1100
1838.1650390625	n/a	1882282	1311	1075
1840.830078125	n/a	1885011	2110	0
1857.2626953125	n/a	1901838	1312	1075
1857.2626953125	n/a	1901838	1311	1169
1861.517578125	n/a	1906195	2110	0
1862.0859375	n/a	1906777	1312	1169
1862.0859375	n/a	1906777	1331	4033
1866.6767578125	n/a	1911478	2120	0
1868.77734375	n/a	1913629	1332	4033
1868.77734375	n/a	1913629	1311	1183
1872.1328125	n/a	1917065	2110	0
1872.7216796875	n/a	1917668	1312	1183
1872.7216796875	n/a	1917668	1311	1124
